ID,Review,Words,S_PEGASUS,S_BART,S_T5,PEGASUS_P,PEGASUS_R,PEGASUS_F1,BART_P,BART_R,BART_F1,T5_P,T5_R,T5_F1
29725,"So I've been a pretty big fan of Amazon stuff for sometime. I use Amazon Basics stuff whenever I can. I also rarely leave reviews.But this thing was a big enough disappointment and continues to be a frustration that I figured people need to know some stuff.First off, as an Alexa device, it's fine. Plays music, does the 4 other things Alexa is able to do (different rant).But one of the main reasons I got this thing wasn't for Alexa or as just a music player, I wanted to make a 2-studio-1-subwoofer home theater.Well it really sucks at that so far. Connecting using the Alexa app is fairly simple, but it just refuses to be a reliable home theater system. It constantly drops sound, or has intermittent sound loss. Happens randomly. Sometimes I'll just turn on the TV and only the sub will be working. So I'll have to recreate the entire home theater system. It's also really picky about what it will and won't work with.Also it refuses to connect via wired Ethernet like its fire TV brethren. And if the fire TV you want to make the home theater with isn't on the same SSID (as in, if my fire TV is connected via wired Ethernet and the studio\sub aren't) then it also makes problems.As for sound quality, it's good not great. It doesn't quite fill a large, open floor plan family room. If you're looking for a better sound quality home theater than a comparably priced sound bar\sub combo will probably beat whatever studio\sub combo (dollar to dollar). I know going from my 6 year old LG soundbar\sub to the studios\sub did not improve overall sound quality to any noticeable amount. But I also got it for home automation reasons so I was ok with that.I think if you want this for just a much better version of the echo plus that plays music then you'll be happy, but hold off for at least another 6-12 months if you're looking for a home theater upgrade.",338,"Connecting using the Alexa app is fairly simple, but it just refuses to be a reliable home theater system. It constantly drops sound, or has intermittent sound loss. Happens randomly. Sometimes I'll just turn on the TV and only the sub will be working. If you're looking for a better sound quality home theater than a priced sound barsub combo will probably beat whatever studiosub combo (dollar to dollar)","As an Alexa device, it's fine. Plays music, does the 4 other things Alexa is able to do (different rant). But one of the main reasons I got this thing wasn't for Alexa or as just a music player, I wanted to make a 2-studio-1-subwoofer home theater.Well it really sucks at that so far. Connecting using the Alexa app is fairly simple, but it just refuses to be a reliable home theater system.",then you'll be fine. But if you're looking for a home theater upgrade then hold off for at least another 6-12 months..It's a big disappointment so far. It's not worth the money.It's not worth the money.It's not worth the money.Not worth it.Not worth it.Not worth it.Not worth it.Not worth it.Not worth it.Not worth it.Not worth it.Not worth it.,0.9253668785095215,0.8299664258956909,0.8750742077827454,0.9515830278396606,0.8376902341842651,0.8910118341445923,0.8487431406974792,0.8002875447273254,0.8238034248352051
67428,"This was the third blink I attempted. In the time I wasted to try to make this work I could’ve bought a better quality camera that actually works.Two major issues: picture quality and connection.Unless you’re very close, forget trying to make out a figure in the picture. Think cell phone camera quality from 15 years ago.As for connection, we all use this cameras for the sole purpose of when we’re not around. The camera would constantly deactivate and disconnect from wifi. The first camera I got I actually contacted my internet provider to upgrade my services, but even after that the camera would still drop and not reconnect.I got this for use in a small office space during night time and every morning I came back it it would be offline. It is actually supposed to tell me when it’s offline, which it didn’t. But no way of resetting it without being physically there and more than likely to reset the wifi too.I’ve spoken to their customer service multiple times, kind and knowledgeable but still they seemed frustrated because they knew this camera doesn’t have the capabilities it should have.I missed the cutoff to return this last one, probably because I’m tired of dealing with crap electronics.Buy this if you want to constantly tend to it, make sure it’s working properly and okay if it drops off when you need it the most.",233,"The camera would constantly deactivate and disconnect from wifi. It is actually supposed to tell me when it’s offline, which it didn’t. But no way of resetting it without being physically there and more than likely to reset the wifi too. I missed the cutoff to return this last one, probably because I’m tired of dealing with crap electronics.","Buy this if you want to constantly tend to it, make sure it’s working properly and okay if it drops off when you need it the most. Unless you’re very close, forget trying to make out a figure in the picture. Think cell phone camera quality from 15 years ago.",I was so frustrated I waited until the last minute to return this camera.Buy this if you want a better quality camera that actually worksBuy this if you want a better quality camera that actually works. This was the third blink I attempted to make it work.. failed. failed. Picture quality... picture quality.... would.. the.  ,0.9570232629776001,0.860814094543457,0.9063727259635925,0.9411865472793579,0.8444695472717285,0.8902087807655334,0.8804248571395874,0.815323531627655,0.8466245532035828
32991,"I was excited to receive this but after listening to music on it for an hour, I'm returning it.There is very little bass or kick to the music, maybe I received a defective unit?Even without bass, the sound is inconsistent though. Moving it to different rooms/locations did not help, nor did disabling the spatialization under its settings. My echo studio sounds muted and even like a blown speaker with the way certain highs become twiny (like on a 1st Gen echo dot). Some songs sound ok but others are just plain awful and a pain to listen to on a speaker advertised as ""studio quality"". This does not come close to studio or even Bose quality. My echo dot paired with a Bose soundlink mini sounds several times better than this.This was not the quality I was expecting at $200.  Invest in a 3rd gen echo instead. The sound on those is a bit better than this assuming the unit I received was not defective.",165,"I was excited to receive this but after listening to music on it for an hour, I'm returning it. My echo studio sounds muted and even like a blown speaker with the way certain highs become twiny. Some songs sound ok but others are just plain awful and a pain to listen to on a speaker advertised as ""studio quality""","I was excited to receive this but after listening to music on it for an hour, I'm returning it. Some songs sound ok but others are just plain awful and a pain to listen to on a speaker advertised as ""studio quality"" Invest in a 3rd gen echo instead.",". I was excited to receive this but after listening to the music on it, I'm returning it.I was excited to receive this but after listening to the music on it, I'm returning it.I was excited to receive this but after listening to it for an hour, I'm returning it.I was excited to receive this but after listening to it for an hour, I'm returning............",0.9640874862670898,0.8713327646255493,0.9153664112091064,0.9414250254631042,0.858318030834198,0.897952675819397,0.8892992734909058,0.8092445731163025,0.8473854660987854
43283,"I bought this as a Christmas present for the War Department and she LOVES it. We have a great 5.1 stereo downstairs but this Echo is so much more convenient. We are still exploring all of things that Alexa can do for us. So far she has performed admirably. We can tell her to play a particular type of music, i.e. Country, Oldies, Folk, 70's, 80,s and so forth. Or one can tell her to play a particular artist. For instance I had her play Marty Robins and then Johnny Horton followed by Hank Williams SR. Alexa will also provide the listener with the weather report, a news summary or how the stock markets are doing currently. I know that she can do a lot more and we will continue to explore her capabilities. For right now though she is the main crew's entertainment center when we are in the kitchen. BTW, set up was a breeze. In short, AMazon knocked it out of the park with this product. We would buy Echo again in a heartbeat.",177,"We have a great 5.1 stereo downstairs but this Echo is so much more convenient. We can tell her to play a particular type of music, i.e. Country, Oldies, Folk, 70's, 80,s and so forth. She will also provide the listener with the weather report, a news summary or how the stock markets are doing currently.","I bought this as a Christmas present for the War Department and she LOVES it. We have a great 5.1 stereo downstairs but this Echo is so much more convenient. Alexa will also provide the listener with the weather report, a news summary or how the stock markets are doing currently.",. We are very happy with this product and would recommend it to anyone.. Great product. Great service. Great price. Great product. Great service. Great product. Great price. Great product. Great service. Great product. Great price. Great product. Great service. Great product. Great price. Great product. Great service. Great product.,0.9625665545463562,0.8696008920669556,0.9137251377105713,0.9665359854698181,0.8547748327255249,0.9072264432907104,0.8284541368484497,0.7964687347412109,0.8121466636657715
67236,"I purchased 6 of these cameras in December 2021 and finally got around to installing them. I wanted to record every motion on the property. I noticed that cameras would randomly stop recording and wouldn't restart until I manually Disarmed and Armed the system. I contacted the tech support, whose avg response time is 48 hours and would give random unnecessary and dumb advice like starting and restarting cameras or rebooting router. This didn't make sense as camera would start recording after arming and disarming.Finally, after 2 weeks they finally admitted that its a hardware bug in mini cameras and there is no ETA on the fix. A security camera that randomly stops recording and company has no ETA on fix. This should be top priority for any security company but not for blinkWhen I asked to return or replace the cameras they just ignored my request. I can't believe this is a Amazon company and have such poor tech support and customer service. My 15 year old QSee does a better job of recording motion and keeps on chugging.Very disappointed by my purchase and the company Blink for sub standard product and supportI would never buy Blink products and wont recommend to anyone",204,"I purchased 6 of these cameras in December 2021 and finally got around to installing them. I wanted to record every motion on the property. I noticed that cameras would randomly stop recording and wouldn't restart until I manually Disarmed and Armed the system. I contacted the tech support, whose avg response time is 48 hours and would give random unnecessary and dumb advice like starting and restarting cameras or rebooting router. Finally, after 2 weeks they finally admitted that its a hardware bug in mini cameras and there is no ETA on the fix.",I purchased 6 of these cameras in December 2021 and finally got around to installing them. I noticed that cameras would randomly stop recording and wouldn't restart until I manually Disarmed and Armed the system. When I asked to return or replace the cameras they just ignored my request. After 2 weeks they finally admitted that its a hardware bug in mini cameras and there is no ETA on the fix.,and the company Blink for sub standard product and support. Will never buy Blink products and the company Blink for sub standard product and support. Will never recommend to anyone.Very disappointed with my purchase and the company Blink for sub standard product and support. Will never recommend to anyone.Very disappointed with my purchase and the company Blink for sub standard product and support,0.9840800762176514,0.9015100002288818,0.9409871697425842,0.9701122045516968,0.8740050792694092,0.9195542931556702,0.8852480053901672,0.8115792274475098,0.8468144536018372
87485,Let’s just start and say that the video quality on a camera at this price point is really good! I waited for the night view and I was really pleased with the results. I put a picture and mind you the Christmas lights are shining skewing the video a tad and it’s still better than the other brand camera I have around my house. I won’t mention the name of that company. The night vision is way better though. This camera when the motion sensor is tripped the lights come on and it records. No just pixelated night vision that’s hard to see. This also comes with a solar panel to operate too. Another issue I have with my current system is the cameras are all run on batteries. The issue with the batteries is they never last as long as they are advertised(like the advertised time is not for real world use and something goes past the camera twice a week). I also tried multiple rechargeable batteries that never satisfy the cameras only energizer max lithium batteries work. There is a solar option but then you’re spending money on top of the cameras to get it Solar and the reviews on a lot of those are junk too. If you’re really looking for a great all around camera that isn’t battery operated it’s solar go with this. It’s a lot cheaper than having someone wire a system up to you’re house. This is the most cost effective solution to you’re camera security needs!,254,This camera when the motion sensor is tripped the lights come on and it records. No just pixelated night vision that’s hard to see. The issue with the batteries is they never last as long as they are advertised. I also tried multiple rechargeable batteries that never satisfy the cameras only energizer max lithium batteries work. There is a solar option but then you’re spending money on top of the cameras to get it Solar and the reviews on a lot of those are junk too.,The video quality on a camera at this price point is really good! I waited for the night view and I was really pleased with the results. The night vision is way better though. This camera when the motion sensor is tripped the lights come on and it records. This also comes with a solar panel to operate too.,. It’s a lot cheaper than having someone wire up your system up to you’re house. I highly recommend this camera! I highly recommend this camera! I highly recommend this camera for you’re home security needs! This camera is really good! The video quality is really good! The night vision is way better than the other brand camera I have around house................,0.9593199491500854,0.8714027404785156,0.9132502675056458,0.9545915126800537,0.8379216194152832,0.8924596905708313,0.9035758972167969,0.8325477838516235,0.8666088581085205
43540,"                    The media could not be loaded.                 I really like the echo. I love the follow feature the most. I'm glad I got one when that was added it's great. I love that feature. I love smart  home features also. It can get annoying that her phrasing has to be exact in order for her to understand the command. On the other side I absolutely hate, hate,hate and yes it is a strong word and I mean it the way apps(skills) have to be used. You have to add it to your list before she can perform a lot of functions. Ok I can get past that. However what makes me want to run to the other guy is in order to use most skills you have to remember the name of the skill and tell her to open it to use use the function. I got Alexa to help me remember things so I don't like this requirement. I don't know if they can improve this or not. Give me new software or add memory cards something.  I feel that if I added the app(skill) to my list and I ask a relavant question she should be able to access the feature to provide an answer. Is that possible? I don't know I'm not a techie.  But, I do know I feel 50/50 on it right now and will not get a dot at this time. Let me show you. While all apps aren't this difficult they still have to be exact.  After you have added a lot I don't know how you are suppose to remember them all. I hope it improves soon!",274,Alexa can get annoying that her phrasing has to be exact in order for her to understand the command. You have to add it to your list before she can perform a lot of functions. I got Alexa to help me remember things so I don't like this requirement. I feel that if I added the app(skill) to my list and I ask a relavant question she should be able to access the feature to provide an answer.,I really like the echo. feature the most. I'm glad I got one when that was added it's great. I love smart  home features also. It can get annoying that her phrasing has to be exact in order for her to understand the command. You have to add it to your list before she can perform a lot of functions.,"The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. I really like the echo. I love echo.,,,,,.... I?",0.9448075294494629,0.8401503562927246,0.8894107937812805,0.9450766444206238,0.8251916170120239,0.8810747861862183,0.7940688133239746,0.7752944231033325,0.7845693230628967
25459,"                    The media could not be loaded.                 I received my dot as a gift a couple of weeks ago. I have had a pleasant experience so far. I have a few family members who have some and I thought they were neat, but nothing I needed. Boy was I wrong, it is an great little gadget and I love the features. I have a fire tv and it can turn it on and off then there is some other app that will allow it to change my tv ( I just haven’t taken the time to download it. My remote is also voice control so I don’t really deal like I need it). I can play my Apple Music which I like and the other list features are great. I have my alarms set and when I have a hard time sleeping I Alexa play the sound of the rain and it is automatically preset to play for an hour and that gets me to sleep every time. I haven’t fully explored all of the other available features, but I do like the emails I get with tips on all the great things it can do. This is truly one of my favorite gifts.",203,"I received my dot as a gift a couple of weeks ago. I have had a pleasant experience so far. I haven’t fully explored all of the other available features, but I do like the emails I get with tips on all the great things it can do.","I received my dot as a gift a couple of weeks ago. I have had a pleasant experience so far. I haven’t fully explored all of the other available features, but I do like the emails I get with tips on all the great things it can do. This is truly one of my favorite gifts.",. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded. The media could not be loaded..............................,0.9498701691627502,0.8307530879974365,0.8863273859024048,0.953906774520874,0.8365248441696167,0.8913679718971252,0.7840573191642761,0.7731660008430481,0.7785735726356506
56979,"I have had  Nest  cameras for years, because I live in a brick house no matter what I did I could not get the signal to go through the brick, therefore I had to hang my outside nest cameras in my windows. They work great during the day, but at night they do not work because all they see is their reflection in the glass - even if I shut off the night vision. …….Well, my daughter has multiple Blink cameras  and she cannot talk highly enough about them.. I finally bought two of them, they came with a module, and lo and behold.- The Wi-Fi signal goes right through the brick. I now have them mounted outside. . They are absolutely perfect - With one exception, I noticed the night vision isn’t what I feel. It should be so I bought a solar light, mounted it above the camera and let me tell you I could not be happier .  Great product!!",163,"I have had Nest cameras for years, because I live in a brick house no matter what I did I could not get the signal to go through the brick. I finally bought two of them, they came with a module, and lo and behold.- The Wi-Fi signal goes right through the brick. With one exception, I noticed the night vision isn’t what I feel. It should be so I bought a solar light, mounted it above the camera and let me tell you I could not be happier.","I live in a brick house no matter what I did I could not get the signal to go through the brick, therefore I had to hang my outside nest cameras in my windows. They work great during the day, but at night they do not work because all they see is their reflection in the glass - even if I shut off the night vision.",isn’t what I feel it should be so I bought a solar light and the night vision isn’t what I feel it should be so I bought a solar light.!! Great product!!!! Great product!!! Great product!!! Great product!!! Great product!!! Great product!!,0.9600480794906616,0.9048609137535095,0.9316379427909851,0.9681904315948486,0.8823057413101196,0.9232550859451294,0.8687431216239929,0.8268917798995972,0.8473010063171387
87888,"We were looking for a way to monitor when the dog needed to come back inside because he likes to lay on the back deck for a leisurely snoozle, but when he wants back in, HE WANTS BACK IN. But we didn’t have any power source outside the back door. So this battery-pack Powered camera with lights is the perfect solution! We have had it out there for a week and the charge is at 94% still. Granted, we put it on the lowest motion sensitivity since we are really only using it to check the live feed.Also one feature I was pleasantly surprised by, which wasn’t prominently displayed online is that you can mount it hanging from the eaves instead of directly into the siding of the house. I personally hate to drill holes into the siding so I utilized the vertical mounting option. This is my second ring device and we are very pleased!",156,"We were looking for a way to monitor when the dog needed to come back inside because he likes to lay on the back deck for a leisurely snoozle, but when he wants back in, he WANTS BACK IN. This battery-pack Powered camera with lights is the perfect solution!",We were looking for a way to monitor when the dog needed to come back inside because he likes to lay on the back deck for a leisurely snoozle. But we didn’t have any power source outside the back door. So this battery-pack Powered camera with lights is the perfect solution!,so I opted for the vertical mounting option. I don’t like to drill holes into the siding of the house so I utilized the vertical mounting option. We are very pleased! We are very pleased! We are very pleased! We are very pleased! We are very pleased! We were looking for a way to monitor when the dog wanted back in because dog want back in.......!!!!.. We,0.9787480235099792,0.8770313858985901,0.9251021146774292,0.9830971956253052,0.8842107057571411,0.9310356378555298,0.8861880302429199,0.8522138595581055,0.8688689470291138
